handle,title,message_text_sample,localities_detected,tehran_quote,herat_quote,sulaymaniyah_quote,erbil_quote,baghdad_quote,iraq_quote,dubai_quote,istanbul_quote,hamburg_quote,berlin_quote,germany_quote,london_quote,frankfurt_quote,inferred_unit,normalized_irr_values,buy_quote,sell_quote,midpoint,freshness_indicator,parseability_score,quote_density_score,source_type,timestamp_iso,locality_name,normalized_rate_irr,quote_basis,quote_currency_guess
nerkh_uk,نرخ ارز Nerkh_Uk,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,2097364.75,,,,,,,rial,"{""Dubai"": 2097364.75, ""Iraq"": 2097364.75, ""Turkey"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:43:48+00:00,Turkey,2097364.75,single_value,AED
nerkh_uk,نرخ ارز Nerkh_Uk,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,2097364.75,,,,,,,rial,"{""Dubai"": 2097364.75, ""Iraq"": 2097364.75, ""Turkey"": 2097364.75, ""UK"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:43:48+00:00,UK,2097364.75,single_value,AED
nerkhsarafionline,Nerkh Sarafi Online نرخ صرافي,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,2097364.75,,,,,,,rial,"{""Dubai"": 2097364.75, ""Iraq"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:43:48+00:00,Dubai,2097364.75,single_value,AED
nerkhsarafionline,Nerkh Sarafi Online نرخ صرافي,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,,,,,,,,rial,"{""Iraq"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:43:48+00:00,Iraq,2097364.75,single_value,AED
nerkhsarafionline,Nerkh Sarafi Online نرخ صرافي,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,2097364.75,,,,,,,rial,"{""Dubai"": 2097364.75, ""Iraq"": 2097364.75, ""Turkey"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:43:48+00:00,Turkey,2097364.75,single_value,AED
nerkhsarafionline,Nerkh Sarafi Online نرخ صرافي,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,2097364.75,,,,,,,rial,"{""Dubai"": 2097364.75, ""Iraq"": 2097364.75, ""Turkey"": 2097364.75, ""UK"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:43:48+00:00,UK,2097364.75,single_value,AED
sarafionline7groupuk,Nerkh Sarafi Online 7 Group Uk,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,2097364.75,,,,,,,rial,"{""Dubai"": 2097364.75, ""Iraq"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:38:36+00:00,Dubai,2097364.75,single_value,AED
sarafionline7groupuk,Nerkh Sarafi Online 7 Group Uk,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,,,,,,,,rial,"{""Iraq"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:38:36+00:00,Iraq,2097364.75,single_value,AED
sarafionline7groupuk,Nerkh Sarafi Online 7 Group Uk,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,2097364.75,,,,,,,rial,"{""Dubai"": 2097364.75, ""Iraq"": 2097364.75, ""Turkey"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:38:36+00:00,Turkey,2097364.75,single_value,AED
sarafionline7groupuk,Nerkh Sarafi Online 7 Group Uk,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,2097364.75,,,,,,,rial,"{""Dubai"": 2097364.75, ""Iraq"": 2097364.75, ""Turkey"": 2097364.75, ""UK"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:38:36+00:00,UK,2097364.75,single_value,AED
sarafionlineuk,Sarafi Online 7 Seven Uk,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,2097364.75,,,,,,,rial,"{""Dubai"": 2097364.75, ""Iraq"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:43:48+00:00,Dubai,2097364.75,single_value,AED
sarafionlineuk,Sarafi Online 7 Seven Uk,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,,,,,,,,rial,"{""Iraq"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:43:48+00:00,Iraq,2097364.75,single_value,AED
sarafionlineuk,Sarafi Online 7 Seven Uk,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,2097364.75,,,,,,,rial,"{""Dubai"": 2097364.75, ""Iraq"": 2097364.75, ""Turkey"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:43:48+00:00,Turkey,2097364.75,single_value,AED
sarafionlineuk,Sarafi Online 7 Seven Uk,". ⭕️ قیمت ارزهای آزاد | یکشنبه 6 اردیبهشت 1405 - 12:06 🇺🇸 دلار : 1,571,100 ریال 🇪🇺 یورو : 1,842,000 ریال 🇬🇧 پوند انگلیس : 2,125,900 ریال 🇦🇪 درهم امارات : 427,930 ریال 🇹🇷 لیر ترکیه : 34,900 ریال 🇨🇭 فرانک سوئیس : 2,002,500 ریال 🇩🇰 کرون دانمار...",Dubai|Iraq|Turkey|UK,,,,,,2097364.75,2097364.75,,,,,,,rial,"{""Dubai"": 2097364.75, ""Iraq"": 2097364.75, ""Turkey"": 2097364.75, ""UK"": 2097364.75}",,,,recent,62,100,regional_fx_board,2026-04-26T08:43:48+00:00,UK,2097364.75,single_value,AED
fardaei_tehran,قیمت لحظه ای دلار تهران,"دلار فردایی تهران 161,000 مـعامله شد ✅️",Tehran,1610000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1610000.0}",,,,fresh,61,0,unknown,2026-04-28T07:47:09+00:00,Tehran,1610000.0,single_value,USD
fardaei_tehran,قیمت لحظه ای دلار تهران,"دلار نـقدی تهران 💵 161,000 معامله شد ☑️",Tehran,1610000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1610000.0}",,,,fresh,61,0,unknown,2026-04-28T07:57:09+00:00,Tehran,1610000.0,single_value,USD
fardaei_tehran,قیمت لحظه ای دلار تهران,"دلار فردایی تهران 161,500 مـعامله شد ✅️",Tehran,1615000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1615000.0}",,,,fresh,61,0,unknown,2026-04-28T07:57:10+00:00,Tehran,1615000.0,single_value,USD
fardaei_tehran,قیمت لحظه ای دلار تهران,"دلار نـقدی تهران 💵 161,200 معامله شد ☑️",Tehran,1612000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1612000.0}",,,,fresh,61,0,unknown,2026-04-28T08:17:10+00:00,Tehran,1612000.0,single_value,USD
fardaei_tehran,قیمت لحظه ای دلار تهران,"دلار فردایی تهران 161,800 مـعامله شد ✅️",Tehran,1618000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1618000.0}",,,,fresh,61,0,unknown,2026-04-28T09:32:09+00:00,Tehran,1618000.0,single_value,USD
fardaei_tehran,قیمت لحظه ای دلار تهران,"دلار فردایی تهران 162,000 مـعامله شد ✅️",Tehran,1620000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1620000.0}",,,,fresh,61,0,unknown,2026-04-28T09:57:06+00:00,Tehran,1620000.0,single_value,USD
fardaei_tehran,قیمت لحظه ای دلار تهران,"دلار فردایی تهران 162,500 مـعامله شد ✅️",Tehran,1625000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1625000.0}",,,,fresh,61,0,unknown,2026-04-28T10:02:09+00:00,Tehran,1625000.0,single_value,USD
fardaei_tehran,قیمت لحظه ای دلار تهران,"دلار فردایی تهران 163,000 مـعامله شد ✅️",Tehran,1630000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1630000.0}",,,,fresh,61,0,unknown,2026-04-28T10:02:10+00:00,Tehran,1630000.0,single_value,USD
hiemarat,اطلاع رسانی نرخ درهم امارات و طلا دبی، نقره و تتر,"درهم در بازار ایران: 44,390 تومان 🇮🇷 تغییرات: 550 تومان به‌روزرسانی: 2026-04-28 11:47",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1630222.75}",,,,fresh,60,100,regional_market_channel,2026-04-28T07:50:33+00:00,Iran,1630222.75,single_value,AED
hiemarat,اطلاع رسانی نرخ درهم امارات و طلا دبی، نقره و تتر,"درهم در بازار ایران: 44,480 تومان 🇮🇷 تغییرات: 640 تومان به‌روزرسانی: 2026-04-28 12:07",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1633528.0}",,,,fresh,60,100,regional_market_channel,2026-04-28T08:10:34+00:00,Iran,1633528.0,single_value,AED
hiemarat,اطلاع رسانی نرخ درهم امارات و طلا دبی، نقره و تتر,"درهم در بازار ایران: 44,700 تومان 🇮🇷 تغییرات: 860 تومان به‌روزرسانی: 2026-04-28 13:12",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1641607.5}",,,,fresh,60,100,regional_market_channel,2026-04-28T09:15:39+00:00,Iran,1641607.5,single_value,AED
hiemarat,اطلاع رسانی نرخ درهم امارات و طلا دبی، نقره و تتر,"درهم در بازار ایران: 44,900 تومان 🇮🇷 تغییرات: 1,060 تومان به‌روزرسانی: 2026-04-28 13:17",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1648952.5}",,,,fresh,60,100,regional_market_channel,2026-04-28T09:20:40+00:00,Iran,1648952.5,single_value,AED
hiemarat,اطلاع رسانی نرخ درهم امارات و طلا دبی، نقره و تتر,"درهم در بازار ایران: 44,530 تومان 🇮🇷 تغییرات: 690 تومان به‌روزرسانی: 2026-04-28 13:32",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1635364.25}",,,,fresh,60,100,regional_market_channel,2026-04-28T09:36:41+00:00,Iran,1635364.25,single_value,AED
hiemarat,اطلاع رسانی نرخ درهم امارات و طلا دبی، نقره و تتر,"درهم در بازار ایران: 44,670 تومان 🇮🇷 تغییرات: 830 تومان به‌روزرسانی: 2026-04-28 13:52",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1640505.75}",,,,fresh,60,100,regional_market_channel,2026-04-28T09:55:43+00:00,Iran,1640505.75,single_value,AED
hiemarat,اطلاع رسانی نرخ درهم امارات و طلا دبی، نقره و تتر,"درهم در بازار ایران: 44,810 تومان 🇮🇷 تغییرات: 970 تومان به‌روزرسانی: 2026-04-28 14:12",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1645647.25}",,,,fresh,60,100,regional_market_channel,2026-04-28T10:15:45+00:00,Iran,1645647.25,single_value,AED
boonbas,بن بست بانک مرکزی صرافی ارز مجازی دلار تتر بیت کوین سکه حواله یورو خرید فروش طلا مثقال ابشده بازار جهانی بورس فارکس خودرو سهام,چارت درهم تایم هفتگی مقاومت فعلی محدوده ۳۰ هزار تومان بالاش ۳۱۰۰۰ و ۳۲۵۰۰ بانک در هفته آینده شاید بتواند روی درهم ۳۰ هزار تومان با شانتاژ مانع از افزایش قیمت شود و در محدوده ۲۸۰۰۰ و ۲۷۰۰۰ تومان قیمت نگه بدارد. در صورت ورود حجم خرید بالا، بر...,Afghanistan,,,,,,,,,,,,,,toman,"{""Afghanistan"": 1166018.75}",31000,32500,31750.00,old,59,100,regional_fx_board,2025-09-25T09:01:22+00:00,Afghanistan,1166018.75,midpoint,AED
poshtkhati_dollar,مظنه پشت خطی دلار,"تتر نــقدی (USDT) 🪙 : 🔵 157, 5 00 خریـــدار 🔴 157,800 فروشنده",Afghanistan,,,,,,,,,,,,,,toman,"{""Afghanistan"": 1578000.0}",,157800,,recent,59,100,regional_fx_board,2026-04-27T09:07:10+00:00,Afghanistan,1578000.0,sell,USD
poshtkhati_dollar,مظنه پشت خطی دلار,"دلار تـهران نــقدی 🩸 : 🔵 157, 000 خریـــدار 🔴 157,200 فروشنده",Afghanistan,,,,,,,,,,,,,,toman,"{""Afghanistan"": 1572000.0}",,157200,,recent,59,100,regional_fx_board,2026-04-27T09:07:35+00:00,Afghanistan,1572000.0,sell,USD
turan_ex,صرافی🇹🇷توران🇮🇷ازمیر - TURAN Exchange,"هرات فردایی ⏳ 160,500 فروش 🔴",Herat,,1605000.00,,,,,,,,,,,,toman,"{""Herat"": 1605000.0}",,160500,,fresh,59,80,exchange_shop,2026-04-28T05:14:02+00:00,Herat,1605000.0,single_value,USD
turan_ex,صرافی🇹🇷توران🇮🇷ازمیر - TURAN Exchange,"هرات فردایی ⏳ 161,200 فروش 🔴",Herat,,1612000.00,,,,,,,,,,,,toman,"{""Herat"": 1612000.0}",,161200,,fresh,59,80,exchange_shop,2026-04-28T08:21:19+00:00,Herat,1612000.0,single_value,USD
turan_ex,صرافی🇹🇷توران🇮🇷ازمیر - TURAN Exchange,"هرات فردایی ⏳ 161,700 فروش 🔴",Herat,,1617000.00,,,,,,,,,,,,toman,"{""Herat"": 1617000.0}",,161700,,fresh,59,80,exchange_shop,2026-04-28T09:15:33+00:00,Herat,1617000.0,single_value,USD
dirhamdubai,نرخ انلاین درهم دبی,"حدود مظنه درهم ( Dirham ) دبي 🇦🇪 44,700 🇦🇪 @DirhamDubai ری‌اکشن شما به ما انرژی میده ❤️",Dubai,,,,,,,1641607.50,,,,,,,toman,"{""Dubai"": 1641607.5}",,,,fresh,58,45,aggregator,2026-04-28T09:08:54+00:00,Dubai,1641607.5,single_value,AED
dirhamdubai,نرخ انلاین درهم دبی,"حدود مظنه درهم ( Dirham ) دبي 🇦🇪 44,800 🇦🇪 @DirhamDubai ری‌اکشن شما به ما انرژی میده ❤️",Dubai,,,,,,,1645280.00,,,,,,,toman,"{""Dubai"": 1645280.0}",,,,fresh,58,45,aggregator,2026-04-28T09:16:48+00:00,Dubai,1645280.0,single_value,AED
dirhamdubai,نرخ انلاین درهم دبی,"حدود مظنه درهم ( Dirham ) دبي 🇦🇪 44,900 🇦🇪 @DirhamDubai ری‌اکشن شما به ما انرژی میده ❤️",Dubai,,,,,,,1648952.50,,,,,,,toman,"{""Dubai"": 1648952.5}",,,,fresh,58,45,aggregator,2026-04-28T09:16:55+00:00,Dubai,1648952.5,single_value,AED
dollar_tehran3bze,قیمت لحظه‌ای دلار تهران,"دلار فردایی تهران ⏳ 166,000 فروش 🔴",Tehran,1660000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1660000.0}",,166000,,fresh,58,0,unknown,2026-04-28T14:22:23+00:00,Tehran,1660000.0,single_value,USD
dollar_tehran3bze,قیمت لحظه‌ای دلار تهران,"دلار فردایی تهران ⏳ 166,000 خــرید 🔵",Tehran,1660000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1660000.0}",,,,fresh,58,0,unknown,2026-04-28T14:25:27+00:00,Tehran,1660000.0,single_value,USD
dollar_tehran3bze,قیمت لحظه‌ای دلار تهران,"دلار فردایی تهران ⏳ 166,500 فروش 🔴",Tehran,1665000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1665000.0}",,166500,,fresh,58,0,unknown,2026-04-28T14:25:27+00:00,Tehran,1665000.0,single_value,USD
dollar_tehran3bze,قیمت لحظه‌ای دلار تهران,"دلار فردایی تهران ⏳ 166,000 خــرید 🔵",Tehran,1660000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1660000.0}",,,,fresh,58,0,unknown,2026-04-28T14:33:45+00:00,Tehran,1660000.0,single_value,USD
dollar_tehran3bze,قیمت لحظه‌ای دلار تهران,"دلار فردایی تهران ⏳ 166,500 فروش 🔴",Tehran,1665000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1665000.0}",,166500,,fresh,58,0,unknown,2026-04-28T14:33:45+00:00,Tehran,1665000.0,single_value,USD
dollar_tehran3bze,قیمت لحظه‌ای دلار تهران,"دلار فردایی تهران ⏳ 166,000 خــرید 🔵",Tehran,1660000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1660000.0}",,,,fresh,58,0,unknown,2026-04-28T14:53:08+00:00,Tehran,1660000.0,single_value,USD
dollar_tehran3bze,قیمت لحظه‌ای دلار تهران,"دلار فردایی تهران ⏳ 166,500 فروش 🔴",Tehran,1665000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1665000.0}",,166500,,fresh,58,0,unknown,2026-04-28T14:53:08+00:00,Tehran,1665000.0,single_value,USD
dollar_tehran3bze,قیمت لحظه‌ای دلار تهران,"دلار فردایی تهران 166,000 مـعامله شد ✅️",Tehran,1660000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1660000.0}",,,,fresh,58,0,unknown,2026-04-28T14:53:15+00:00,Tehran,1660000.0,single_value,USD
dollar_tehran3bze,قیمت لحظه‌ای دلار تهران,"دلار فردایی تهران ⏳ 165,500 خــرید 🔵",Tehran,1655000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1655000.0}",,,,fresh,58,0,unknown,2026-04-28T15:15:01+00:00,Tehran,1655000.0,single_value,USD
dollar_tehran3bze,قیمت لحظه‌ای دلار تهران,"دلار فردایی تهران ⏳ 166,000 فروش 🔴",Tehran,1660000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1660000.0}",,166000,,fresh,58,0,unknown,2026-04-28T15:15:01+00:00,Tehran,1660000.0,single_value,USD
dollar_tehran3bze,قیمت لحظه‌ای دلار تهران,"دلار فردایی تهران ⏳ 165,500 خــرید 🔵",Tehran,1655000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1655000.0}",,,,fresh,58,0,unknown,2026-04-28T15:59:12+00:00,Tehran,1655000.0,single_value,USD
dollar_tehran3bze,قیمت لحظه‌ای دلار تهران,"دلار فردایی تهران ⏳ 166,000 فروش 🔴",Tehran,1660000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1660000.0}",,166000,,fresh,58,0,unknown,2026-04-28T15:59:12+00:00,Tehran,1660000.0,single_value,USD
dollarlahzei1,قیمت لحظه ای دلار خودرو💲,"دلار فردایی تهران ⏳ 165,500 خــرید 🔵",Tehran,1655000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1655000.0}",,,,fresh,58,0,unknown,2026-04-28T14:27:09+00:00,Tehran,1655000.0,single_value,USD
dollarlahzei1,قیمت لحظه ای دلار خودرو💲,"دلار فردایی تهران ⏳ 166,000 خــرید 🔵",Tehran,1660000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1660000.0}",,,,fresh,58,0,unknown,2026-04-28T14:27:14+00:00,Tehran,1660000.0,single_value,USD
dollarlahzei1,قیمت لحظه ای دلار خودرو💲,"دلار فردایی تهران ⏳ 166,500 فروش 🔴",Tehran,1665000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1665000.0}",,166500,,fresh,58,0,unknown,2026-04-28T14:27:15+00:00,Tehran,1665000.0,single_value,USD
dollarlahzei1,قیمت لحظه ای دلار خودرو💲,"دلار فردایی تهران ⏳ 166,000 خــرید 🔵",Tehran,1660000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1660000.0}",,,,fresh,58,0,unknown,2026-04-28T14:37:08+00:00,Tehran,1660000.0,single_value,USD
dollarlahzei1,قیمت لحظه ای دلار خودرو💲,"دلار فردایی تهران ⏳ 166,500 فروش 🔴",Tehran,1665000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1665000.0}",,166500,,fresh,58,0,unknown,2026-04-28T14:37:08+00:00,Tehran,1665000.0,single_value,USD
dollarlahzei1,قیمت لحظه ای دلار خودرو💲,"دلار فردایی تهران ⏳ 166,000 خــرید 🔵",Tehran,1660000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1660000.0}",,,,fresh,58,0,unknown,2026-04-28T14:57:06+00:00,Tehran,1660000.0,single_value,USD
dollarlahzei1,قیمت لحظه ای دلار خودرو💲,"دلار فردایی تهران ⏳ 166,500 فروش 🔴",Tehran,1665000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1665000.0}",,166500,,fresh,58,0,unknown,2026-04-28T14:57:07+00:00,Tehran,1665000.0,single_value,USD
dollarlahzei1,قیمت لحظه ای دلار خودرو💲,"دلار فردایی تهران 166,000 مـعامله شد ✅️",Tehran,1660000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1660000.0}",,,,fresh,58,0,unknown,2026-04-28T14:57:07+00:00,Tehran,1660000.0,single_value,USD
dollarlahzei1,قیمت لحظه ای دلار خودرو💲,"دلار فردایی تهران ⏳ 165,500 خــرید 🔵",Tehran,1655000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1655000.0}",,,,fresh,58,0,unknown,2026-04-28T15:17:08+00:00,Tehran,1655000.0,single_value,USD
dollarlahzei1,قیمت لحظه ای دلار خودرو💲,"دلار فردایی تهران ⏳ 166,000 فروش 🔴",Tehran,1660000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1660000.0}",,166000,,fresh,58,0,unknown,2026-04-28T15:17:09+00:00,Tehran,1660000.0,single_value,USD
dollarlahzei1,قیمت لحظه ای دلار خودرو💲,"دلار فردایی تهران ⏳ 165,500 خــرید 🔵",Tehran,1655000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1655000.0}",,,,fresh,58,0,unknown,2026-04-28T16:02:07+00:00,Tehran,1655000.0,single_value,USD
dollarlahzei1,قیمت لحظه ای دلار خودرو💲,"دلار فردایی تهران ⏳ 166,000 فروش 🔴",Tehran,1660000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1660000.0}",,166000,,fresh,58,0,unknown,2026-04-28T16:02:08+00:00,Tehran,1660000.0,single_value,USD
dollarsst,قیمت لحظه ای دلار تهران,دلار فردایی تهران ⏳ 109700 فروش 🔴,Tehran,1097000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1097000.0}",,109700,,old,58,20,regional_market_channel,2025-10-15T16:52:43+00:00,Tehran,1097000.0,single_value,USD
dollarsst,قیمت لحظه ای دلار تهران,دلار فردایی تهران ⏳ 109650 خــرید 🔵,Tehran,1096500.00,,,,,,,,,,,,,toman,"{""Tehran"": 1096500.0}",,,,old,58,20,regional_market_channel,2025-10-15T17:16:27+00:00,Tehran,1096500.0,single_value,USD
dollarsst,قیمت لحظه ای دلار تهران,دلار فردایی تهران ⏳ 109700 فروش 🔴,Tehran,1097000.00,,,,,,,,,,,,,toman,"{""Tehran"": 1097000.0}",,109700,,old,58,20,regional_market_channel,2025-10-15T17:16:28+00:00,Tehran,1097000.0,single_value,USD
